ISBN,title,author,price,category,availability,source
067103619X,Lake News,Barbara Delinsky,,,,csv
0684177730,The SKULL BENEATH THE SKIN,P. D. James,,,,csv
0684180200,NEW SHOE,Arthur William Upfield,,,,csv
0743411269,An Accidental Woman,Barbara Delinsky,,,,csv
0743470389,The Snow Garden,Christopher Rice,,,,csv
076218857X,The Doorbell Rang (The Best Mysteries of All Time),Rex Stout,,,,csv
0767905938,A Year by the Sea: Thoughts of an Unfinished Woman,Joan Anderson,,,,csv
0800706544,Though I walk through the valley,Vance Havner,,,,csv
0801096677,Victorious Christians You Should Know,Warren W. Wiersbe,,,,csv
0849953014,Life Lessons: Book Of Hebrews,Max Lucado,,,,csv
0891091963,Inside out,Lawrence J Crabb,,,,csv
0915811537,Son Rise: The Miracle Continues,Barry Neil Kaufman,,,,csv
0927545373,Unveiled at Last,Bob Sjogren,,,,csv
1575024179,The Day I Almost Quit,Frederick J. Moody,,,,csv
1880185008,"Serving As Senders: How to Care for Your Missionaries While They Are Preparing to Go, While They Are on the Field, When They Return Home",Neal Pirolo,,,,csv
0140345809,House of Stairs,William Sleator,,,,csv
0156528207,The Little Prince,Antoine de Saint-ExupÃ©ry,,,,csv
0380012863,Jonathan Livingston Seagull,Richard Bach,,,,csv
0451154916,The Crystal Handbook,Kevin Sullivan,,,,csv
0785815147,Simple Wicca (Simple Wisdom Book),Michele Morgan,,,,csv
0875421288,"The Complete Book of Incense, Oils &amp; Brews (Llewellyn's Practical Magick)","Scott, Cunningham",,,,csv
1567184294,"The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All, Book II (Key of It All)",David Allen Hulse,,,,csv
156718796X,Astral Travel for Beginners (For Beginners),Richard Webster,,,,csv
1862047626,New Perspectives: Runes,Bernard King,,,,csv
0020437501,Rosie'S Walk,Pat Hutchins,,,,csv
0198320264,Julius Caesar (Oxford School Shakespeare),William Shakespeare,,,,csv
0373196989,"Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance, 1698)",Melissa McClone,,,,csv
0373245580,"Marry Me ... Again   Montana Mavericks (Silhouette Special Edition, 1558)",Cheryl St. John,,,,csv
0451527747,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,,,,csv
0671867113,Moonlight Becomes You,Mary Higgins Clark,,,,csv
0812504208,The Adventures of Tom Sawyer,Mark Twain,,,,csv
0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,Rebecca Wells,,,,csv
0060973897,Lakota Woman,Dog Mary Crow,,,,csv
006101351X,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,,,,csv
0140104682,"Heroes of Their Own Lives: The Politics and History of Family Violence, Boston 1880-1960",Linda Gordon,,,,csv
0312143370,The Florence King Reader,Florence King,,,,csv
0316666343,The Lovely Bones: A Novel,Alice Sebold,,,,csv
039456894X,Impossible Vacation,Spalding Gray,,,,csv
0440224675,Hannibal,Thomas Harris,,,,csv
0449002632,London : The Novel,EDWARD RUTHERFURD,,,,csv
0449213773,Life Before Man,Margaret Atwood,,,,csv
0452279690,Cavedweller,Dorothy Allison,,,,csv
0553569058,The Robber Bride,Margaret Atwood,,,,csv
0679427430,Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,,,,csv
0679725393,The House of Mirth (Library of America),Edith Wharton,,,,csv
0802114369,Ohitika Woman,Mary Brave Bird,,,,csv
0803233019,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,,,,csv
0819154946,The Community in America,Roland Warren,,,,csv
0897322339,"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)",Johnny Molloy,,,,csv
0940322978,Mawrdew Czgowchwz (New York Review Books Classics),James McCourt,,,,csv
1573225126,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel,,,,csv
1579651658,The Journey From Here,Bill Bradley,,,,csv
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,,,,csv
8401351421,El desarrollo de Leonardo da Vinci (BiografÃ­as y memorias),Luis Racionero,,,,csv
8423324311,Gastronomia divina (L'Ã¡ncora),Eugeni Perea SimÃ³n,,,,csv
8427007450,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,,,,csv
8429734996,Hotel Europa (El BalancÃ­),VicenÃ§ Villatoro,,,,csv
8429736131,La dona dels ulls de pluja: Barcelona anys 90 (El BalancÃ­),VÃ­ctor Mora,,,,csv
8440616252,El paraÃ­so (Tiempos modernos),Elena Castedo,,,,csv
8472224260,Negra i consentida (ColÂ¨lecciÃ³ El Mirall),OfÃ¨lia Dracs,,,,csv
8472227421,Essa efa (ColÂ¨lecciÃ³ El Mirall i el temps),OfÃ¨lia Dracs,,,,csv
8474103347,Espurnes de sang (La Negra),Antoni Serra,,,,csv
8475960936,Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries),M. Carme Junyent,,,,csv
8477830029,TrÃ nsit (Area contemporÃ nia),Jaume CapÃ³,,,,csv
8478091246,L'home del sac,MÃ rius Serra,,,,csv
8478097732,GrÃ cies per la propina (Columna),Ferran Torrent,,,,csv
8478098267,El dia que es va cremar el Liceu (La primera Columna),Joan Agut,,,,csv
8478800336,CÃ³mo ser una mujer y no morir en el intento (ColecciÃ³n El Papagayo),Carmen Rico-Godoy,,,,csv
8478884963,Una casa en Irlanda,Maeve Binchy,,,,csv
8483002523,La mirada del tafur (ColÂ¨lecciÃ³ clÃ ssica),Ferran Torrent,,,,csv
8486433193,Amorrada al pilÃ³ (Columna),Maria JaÃ©n,,,,csv
0600586898,Blur (Melody Maker),Paul Lester,,,,csv
1853260622,War and Peace (Wordsworth Classics),Leo Tolstoy,,,,csv
1857938011,A-Z of Behaving Badly,Simon Nye,,,,csv
0060804157,He Understanding Masculine Psychology,Robert A Johnson,,,,csv
8466601090,Las DOS Muertes De Gardel (Ficcionario),Horacio Vazquez-Rial,,,,csv
0140382658,You Can Surf the Net: Your Guide to the World of the Internet,Marc Gascoigne,,,,csv
0152012966,I Want to Be...a Veterinarian (I Want to Be... Series),Stephanie Maze,,,,csv
0312283784,Alice's Tulips,Sandra Dallas,,,,csv
0345297709,Centaur Aisle,Piers Anthony,,,,csv
0345313097,Crewel Lye,Piers Anthony,,,,csv
0345335465,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),Anne McCaffrey,,,,csv
0345416848,Last Sword of Power (Stones of Power),David Gemmell,,,,csv
0385333404,Dating Big Bird,Laura Zigman,,,,csv
044021145X,The Firm,John Grisham,,,,csv
0449212084,Murder at the Kennedy Center (Capital Crime Mysteries),Margaret Truman,,,,csv
0553582682,"Guinness World Records 2000 (Guinness Book of Records, 2000)",Nic Kynaston,,,,csv
0590947257,Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,,,,csv
074345829X,Philip Jose Farmer's The Dungeon,Richard A. Lupoff,,,,csv
0786913878,Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),Carrie Bebris,,,,csv
0801491827,"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869",Ellen Carol Dubois,,,,csv
0816729913,Why Are Boys So Weird (Tales from Third Grade),Candice F. Ransom,,,,csv
0843136685,Sheldon &amp; Mrs. Levine: An Excruciating Correspondence,Sam Bobrick,,,,csv
0866119531,Black Beauty (Great Illustrated Classics (Playmore)),Anna Sewell,,,,csv
0866119566,Oliver Twist (Great Illustrated Classics),Charles Dickens,,,,csv
0870441663,The wild ponies of Assateague Island (Books for young explorers),Donna K Grosvenor,,,,csv
1561561428,Frankenstein (Illustrated Classics Series),Mary Wollstonecraft Shelley,,,,csv
0553210092,The Scarlet Letter,NATHANIEL HAWTHORNE,,,,csv
0553258524,Dragonsong (Harper Hall Trilogy),Anne McCaffrey,,,,csv
0688163726,The Watch House,Robert Westall,,,,csv
1569471096,Was It Something I Said?,Valerie Block,,,,csv
055358099X,Cloud Nine,Luanne Rice,,,,csv
0316168815,The Lovely Bones,Alice Sebold,,,,csv
014023828X,The Tortilla Curtain,T. Coraghessan Boyle,,,,csv
0316314927,Sarah Conley,Ellen Gilchrist,,,,csv
0345424719,A Widow for One Year,JOHN IRVING,,,,csv
0375414746,The Clearing,TIM GAUTREAUX,,,,csv
0375726403,Empire Falls,Richard Russo,,,,csv
0385503857,Oryx and Crake,Margaret Atwood,,,,csv
0425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,,,,csv
0440226104,Black and Blue,ANNA QUINDLEN,,,,csv
0452277337,Le Divorce (William Abrahams Book),Diane Johnson,,,,csv
0553802488,The Face,DEAN KOONTZ,,,,csv
0671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,,,,csv
0767903579,Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,,,,csv
0805063897,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,,,,csv
0679777431,"The Game of Kings (Lymond Chronicles, 1)",DOROTHY DUNNETT,,,,csv
0553285343,"RUSSIA HOUSE, THE",JOHN LE CARRE,,,,csv
0486285529,Solv-A-Crime Puzzles (Dover Game and Puzzle Activity Books),A. C. Gordon,,,,csv
0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith,,,,csv
0812523385,Selected Poems of Emily Dickinson,Emily Dickinson,,,,csv
0895774666,Watercolor School (Reader's Digest Learn-As-You-Go Guides),Hazel Harrison,,,,csv
0020199090,Joshua In the Holy Land,Joseph Girzone,,,,csv
0385495145,The Messenger,JOSEPH GIRZONE,,,,csv
0679733825,Sisters of the Earth: Women's Prose and Poetry About Nature,Lorraine Anderson,,,,csv
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,,,,csv
0345451260,Househusband,AD HUDLER,,,,csv
0740700235,Life Messages: Inspiration For The Woman's Spirit,Josephine Carlton,,,,csv
0380973545,Letters from a Nut,Ted L. Nancy,,,,csv
0393321576,Karl Marx: A Life,Francis Wheen,,,,csv
0743424425,The Shining,Stephen King,,,,csv
0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,,,,csv
0446610178,The Sky Is Falling,Sidney Sheldon,,,,csv
0684854953,Santa Pete : A Novel Of Christmas Present And Past,Christopher Moore,,,,csv
0743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,Mary Higgins Clark,,,,csv
0380617625,The Kingdom: Arabia and the House of Sa'Ud,Robert Lacey,,,,csv
0380732335,Florida Road Kill: A Novel,Tim Dorsey,,,,csv
0385337132,The 37th Hour,JODI COMPTON,,,,csv
0440235057,Be Cool,Elmore Leonard,,,,csv
0445402040,The Hunted,Elmore Leonard,,,,csv
0618119760,The Saints of Big Harbour: A Novel,Lynn Coady,,,,csv
0871138646,Old Flames,John Lawton,,,,csv
0026329859,From the Earth: Chinese Vegetarian Cooking,Eileen Yin-Fei Lo,,,,csv
0060621257,Living in the Presence: Disciplines for the Spiritual Heart,Tilden H. Edwards,,,,csv
0060915544,The Bean Trees,Barbara Kingsolver,,,,csv
0060917016,Homeland and Other Stories,Barbara Kingsolver,,,,csv
0060925000,"A Suitable Boy : Novel, A",Vikram Seth,,,,csv
0060932759,Daughter of Fortune,Isabel Allende,,,,csv
0061000280,The Fly on the Wall,Tony Hillerman,,,,csv
0192815318,Cranford (The World's Classics),Elizabeth Gaskell,,,,csv
0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,,,,csv
0380792664,The Right Hand of Amon,Lauren Haney,,,,csv
0393048977,Last Blue: Poems,Gerald Stern,,,,csv
0399137807,The Cat Who Wasn't There,Lilian Jackson Braun,,,,csv
039914739X,Isle of Dogs,Patricia Daniels Cornwell,,,,csv
0451203046,Light a Penny Candle,Maeve Binchy,,,,csv
0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,,,,csv
0451523318,Turn of the Screw and Short N,Henry James,,,,csv
0486281965,The Country of the Pointed Firs (Dover Thrift Editions),Sarah Orne Jewett,,,,csv
0486292940,Early Poems (Dover Thrift Editions),William Carlos Williams,,,,csv
051762639X,Barchester Towers (Oxford Pocket Classics),Anthony Trollope,,,,csv
0684824442,REEF,Edith Wharton,,,,csv
0743458303,Wednesday the Rabbi Got Wet,Harry Kemelman,,,,csv
081296666X,Things My Girlfriend and I Have Argued About: A Novel,Mil Millington,,,,csv
0819215635,Listening Hearts: Discerning Call in Community,Suzanne G. Farnham,,,,csv
0880011025,Unattainable Earth,Czeslaw Milosz,,,,csv
1561011525,"The Practice of Prayer (New Church's Teaching Series, Vol 4)",Margaret Guenther,,,,csv
1877727083,Vertical Poetry: Recent Poems,Roberto Juarroz,,,,csv
0486206173,Rubinstein's Chess Masterpieces,Akiba Rubinstein,,,,csv
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,,,,csv
8845229041,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,P Coelho,,,,csv
887641486X,I Giorni Dell'abbandono,Elena Ferrante,,,,csv
0140370900,The Gizmo,Paul Jennings,,,,csv
0674511255,The Last Best Hope of Earth: Abraham Lincoln and the Promise of America,"Mark E., Jr. Neely",,,,csv
0030096189,Organic Chemistry (Saunders Golden Sunburst Series),Stephen J. Weininger,,,,csv
0312965745,Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,,,,csv
0345374657,Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,,,,csv
0395710901,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",Alfie Kohn,,,,csv
080521061X,Montessori Today: A Comprehensive Approach to Education from Birth to Adulthood,Paula Polk Lillard,,,,csv
0823032612,Oil Painting Techniques (Artist's Painting Library),David Lewis,,,,csv
0679310002,Going down swinging,Billie Livingston,,,,csv
0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,,,,csv
0316171107,Like a Hole in the Head,Jen Banbury,,,,csv
0380710218,Postmortem,Patricia Daniels Cornwell,,,,csv
0515118656,The Cove,Catherine Coulter,,,,csv
0553289063,An Inconvenient Woman,Dominick Dunne,,,,csv
0671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,,,,csv
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,,,,csv
1561672033,Antipodes 10,John Pascal,,,,csv
0425178242,Kick Ass: Selected Columns of Carl Hiaasen,Carl Hiaasen,,,,csv
0618173870,Everything Is Illuminated: A Novel,Jonathan Safran Foer,,,,csv
0156027321,Life of Pi,Yann Martel,,,,csv
0375403582,Rules of the Wild,Francesca Marciano,,,,csv
0385721420,Three Junes,JULIA GLASS,,,,csv
0451202341,Back Roads,Tawni O'Dell,,,,csv
0743418190,In Her Shoes : A Novel,Jennifer Weiner,,,,csv
0385335407,The Kiss,Danielle Steel,,,,csv
0965746828,Home Spun: A Collection,Leon Hale,,,,csv
0060923245,Sweet Hereafter Movie Tie-In : A Novel,Russell Banks,,,,csv
0486272664,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge,,,,csv
0786015276,11th Hour,Bradley Warshauer,,,,csv
0060913509,In Country RI,Bobbie Ann Mason,,,,csv
0553272837,Brazen Virtue,Nora Roberts,,,,csv
0440225078,Ghost Moon,Karen Robards,,,,csv
0312145543,Brewing Up a Storm: A John Thatcher Mystery,Emma Lathen,,,,csv
0425181111,Strangers,Dean R. Koontz,,,,csv
0380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,,,,csv
0140286276,The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard,,,,csv
0373484100,Night Tales,Nora Roberts,,,,csv
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,,,,csv
0553107305,Chopping Spree,DIANE MOTT DAVIDSON,,,,csv
080213825X,Four Blondes,Candace Bushnell,,,,csv
0515127833,River's End,Nora Roberts,,,,csv
0345441133,Summer Island,KRISTIN HANNAH,,,,csv
0515134279,The Straw Men,Michael Marshall,,,,csv
0945586051,The Doctor the Patient: The Personal Journey of a Physician With Cancer,Allen Widome,,,,csv
0385490992,The Street Lawyer,John Grisham,,,,csv
0385424728,The Chamber,John Grisham,,,,csv
0312980388,Warlock : A Novel of Ancient Egypt,Wilbur Smith,,,,csv
0590419625,The Teacher from the Black Lagoon,Mike Thaler,,,,csv
0385472951,The Partner,John Grisham,,,,csv
0451195663,Primal Scream,Michael Slade,,,,csv
0425182878,Chosen Prey,John Sandford,,,,csv
0553564528,Guilty as Sin,TAMI HOAG,,,,csv
055356451X,Night Sins,TAMI HOAG,,,,csv
0743412621,The Second Time Around : A Novel,Mary Higgins Clark,,,,csv
0849943728,Three,Ted Dekker,,,,csv
0849943450,The Canopy,Angela Elwell Hunt,,,,csv
084994371X,Blink,Ted Dekker,,,,csv
0590406019,Last Battle,C. S. Lewis,,,,csv
0020442408,Prince Caspian,C. S. Lewis,,,,csv
0553225987,Robert's Rules of Order,William Eisner,,,,csv
042517736X,Abduction,Robin Cook,,,,csv
0671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,Ann Rule,,,,csv
038549825X,Not a Day Goes By : A Novel,E. LYNN HARRIS,,,,csv
0553202294,Sun Signs,Linda Goodman,,,,csv
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,,,,csv
0345369947,The Mummy or Ramses the Damned,Anne Rice,,,,csv
067170124X,HIS LITTLE WOMEN : HIS LITTLE WOMEN,Judith Rossner,,,,csv
0345353625,Her Mother's Daughter,Marilyn French,,,,csv
0308102282,Your Erroneous Zones,Wayne W. Dyer,,,,csv
006017143X,The Night Listener,Armistead Maupin,,,,csv
0805056491,Organizing from the Inside Out,Julie Morgenstern,,,,csv
0679401377,The Hellfire Club,Peter Straub,,,,csv
1562827049,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",Jack,,,,csv
0385306032,Vanished,Danielle Steel,,,,csv
0816152446,The Women in His Life (G K Hall Large Print Book Series),Barbara Taylor Bradford,,,,csv
0821772953,The Morning After,Lisa Jackson,,,,csv
0345379454,Missing Susan,SHARYN MCCRUMB,,,,csv
0553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,,,,csv
0743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,,,,csv
0688169678,We Are Our Mothers' Daughters,Cokie Roberts,,,,csv
0439319552,Horus's Horrible Day (First Graders from Mars),Shana Corey,,,,csv
0590870157,My Garden (Beginning Literacy),Jesse S. Ostrow,,,,csv
0307001164,101 Dalmatians,Justine Korman,,,,csv
0440441501,In the Dinosaur's Paw (Kids of the Polk Street School),PATRICIA REILLY GIFF,,,,csv
0590687301,Ralph S. Mouse,Beverly Cleary,,,,csv
0439061644,"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate,,,,csv
0439569842,How Do Dinosaurs Learn to Read,Jane Yolen,,,,csv
0307118703,My First Book about Space (Golden Look-Look Books (Paperback)),Dinah L. Moche,,,,csv
0590418858,You Be the Jury #02,Marvin Miller,,,,csv
030720152X,Comic Characters,Craig Boldman,,,,csv
0816728739,The Time Machine (Troll Illustrated Classics),H. G. Wells,,,,csv
0865050880,I Like School (in My World Series),Bobbie Kalman,,,,csv
0812519655,Sacred Ground,Mercedes Lackey,,,,csv
0812524853,Burning Water (Burning Water),Mercedes Lackey,,,,csv
0449211770,The Tightrope Walker,Dorothy Gilman,,,,csv
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,Moveon,,,,csv
0812521129,Children of the Night,Mercedes Lackey,,,,csv
0345251733,Rainbow the Stormy Life of Judy Garland,Christopher Finch,,,,csv
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER,,,,csv
0312995431,A Fountain Filled With Blood (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,,,,csv
0312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming,,,,csv
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,,,,csv
0590021117,Little House On the Prairie,Laura Ingall Wilder,,,,csv
068484267X,Angela's Ashes: A Memoir,Frank McCourt,,,,csv
0553578693,The Next Accident,LISA GARDNER,,,,csv
0380709260,Socks (Cleary Reissue),Beverly Cleary,,,,csv
0807565288,"The Pet Shop Mystery (Boxcar Children Special (Paper), No 7)",Gertrude Chandler Warner,,,,csv
0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,,,,csv
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,,,,csv
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,,,,csv
0679893105,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,,,,csv
0061096091,Eyeshot,Lynn S. Hightower,,,,csv
0345369068,"If Ever I Return, Pretty Peggy-O",Sharyn McCrumb,,,,csv
0451184718,The Rosewood Casket,Sharyn McCrumb,,,,csv
0449209121,The Amazing Mrs. Pollifax,Dorothy Gilman,,,,csv
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,,,,csv
